port,varies,10gbaser_refclk0_156M25_qpll0_lane0,custom_8b10b_1g_refclk0_100m_qpll0_lane0,custom_8b10b_1g_refclk0_100m_qpll0_lane0_swaprx,custom_8b10b_1g_refclk0_100m_qpll0_lane0_swaptrx,custom_8b10b_1g_refclk0_100m_qpll0_lane0_swaptx,jesd204b_refclk0_100M_qpll0_lane0123,usb3_mclk_100M_qpll0_lane0,usb3_refclk0_100M_qpll0_lane0,usb3_refclk0_100M_qpll0_lane0__1000basex_refclk0_100M_qpll1_lane1,usb3_refclk0_100M_qpll0_lane0__1000basex_refclk1_125M_qpll1_lane1,usb3_refclk0_100M_qpll0_lane0__usb3_refclk1_100M_cpll_lane1,usb3_refclk0_100M_qpll0_lane0__usb3_refclk1_100M_qpll1_lane1,usb3_refclk0_100M_qpll0_lane1,usb3_refclk0_100M_qpll0_lane3,usb3_refclk0_50M_qpll0_lane0,usb3_refclk1_100M_qpll0_lane0,usb3_refclk1_100M_qpll0_lane1,usb3_refclk1_100M_qpll0_lane2,usb3_refclk1_100M_qpll0_lane3,usb3_refclk1_100M_qpll1_lane3,usb3_refin_100M_qpll0_lane0
FABRIC_LN1_RXDATA_O,no,q0_fabric_ln1_rxdata_o,q0_fabric_ln1_rxdata_o,q0_fabric_ln1_rxdata_o,q0_fabric_ln1_rxdata_o,q0_fabric_ln1_rxdata_o,q0_fabric_ln1_rxdata_o,q0_fabric_ln1_rxdata_o,q0_fabric_ln1_rxdata_o,q0_fabric_ln1_rxdata_o,q0_fabric_ln1_rxdata_o,q0_fabric_ln1_rxdata_o,q0_fabric_ln1_rxdata_o,q0_fabric_ln1_rxdata_o,q0_fabric_ln1_rxdata_o,q0_fabric_ln1_rxdata_o,q0_fabric_ln1_rxdata_o,q0_fabric_ln1_rxdata_o,q0_fabric_ln1_rxdata_o,q0_fabric_ln1_rxdata_o,q0_fabric_ln1_rxdata_o,q0_fabric_ln1_rxdata_o
FABRIC_LN1_RXDET_RESULT,no,q0_fabric_ln1_rxdet_result,q0_fabric_ln1_rxdet_result,q0_fabric_ln1_rxdet_result,q0_fabric_ln1_rxdet_result,q0_fabric_ln1_rxdet_result,q0_fabric_ln1_rxdet_result,q0_fabric_ln1_rxdet_result,q0_fabric_ln1_rxdet_result,q0_fabric_ln1_rxdet_result,q0_fabric_ln1_rxdet_result,q0_fabric_ln1_rxdet_result,q0_fabric_ln1_rxdet_result,q0_fabric_ln1_rxdet_result,q0_fabric_ln1_rxdet_result,q0_fabric_ln1_rxdet_result,q0_fabric_ln1_rxdet_result,q0_fabric_ln1_rxdet_result,q0_fabric_ln1_rxdet_result,q0_fabric_ln1_rxdet_result,q0_fabric_ln1_rxdet_result,q0_fabric_ln1_rxdet_result
FABRIC_LN1_RXELECIDLE_O,no,q0_fabric_ln1_rxelecidle_o,q0_fabric_ln1_rxelecidle_o,q0_fabric_ln1_rxelecidle_o,q0_fabric_ln1_rxelecidle_o,q0_fabric_ln1_rxelecidle_o,q0_fabric_ln1_rxelecidle_o,q0_fabric_ln1_rxelecidle_o,q0_fabric_ln1_rxelecidle_o,q0_fabric_ln1_rxelecidle_o,q0_fabric_ln1_rxelecidle_o,q0_fabric_ln1_rxelecidle_o,q0_fabric_ln1_rxelecidle_o,q0_fabric_ln1_rxelecidle_o,q0_fabric_ln1_rxelecidle_o,q0_fabric_ln1_rxelecidle_o,q0_fabric_ln1_rxelecidle_o,q0_fabric_ln1_rxelecidle_o,q0_fabric_ln1_rxelecidle_o,q0_fabric_ln1_rxelecidle_o,q0_fabric_ln1_rxelecidle_o,q0_fabric_ln1_rxelecidle_o
FABRIC_LN1_RXELECIDLE_O_H,no,q0_fabric_ln1_rxelecidle_o_h,q0_fabric_ln1_rxelecidle_o_h,q0_fabric_ln1_rxelecidle_o_h,q0_fabric_ln1_rxelecidle_o_h,q0_fabric_ln1_rxelecidle_o_h,q0_fabric_ln1_rxelecidle_o_h,q0_fabric_ln1_rxelecidle_o_h,q0_fabric_ln1_rxelecidle_o_h,q0_fabric_ln1_rxelecidle_o_h,q0_fabric_ln1_rxelecidle_o_h,q0_fabric_ln1_rxelecidle_o_h,q0_fabric_ln1_rxelecidle_o_h,q0_fabric_ln1_rxelecidle_o_h,q0_fabric_ln1_rxelecidle_o_h,q0_fabric_ln1_rxelecidle_o_h,q0_fabric_ln1_rxelecidle_o_h,q0_fabric_ln1_rxelecidle_o_h,q0_fabric_ln1_rxelecidle_o_h,q0_fabric_ln1_rxelecidle_o_h,q0_fabric_ln1_rxelecidle_o_h,q0_fabric_ln1_rxelecidle_o_h
FABRIC_LN1_RX_VLD_OUT,no,q0_fabric_ln1_rx_vld_out,q0_fabric_ln1_rx_vld_out,q0_fabric_ln1_rx_vld_out,q0_fabric_ln1_rx_vld_out,q0_fabric_ln1_rx_vld_out,q0_fabric_ln1_rx_vld_out,q0_fabric_ln1_rx_vld_out,q0_fabric_ln1_rx_vld_out,q0_fabric_ln1_rx_vld_out,q0_fabric_ln1_rx_vld_out,q0_fabric_ln1_rx_vld_out,q0_fabric_ln1_rx_vld_out,q0_fabric_ln1_rx_vld_out,q0_fabric_ln1_rx_vld_out,q0_fabric_ln1_rx_vld_out,q0_fabric_ln1_rx_vld_out,q0_fabric_ln1_rx_vld_out,q0_fabric_ln1_rx_vld_out,q0_fabric_ln1_rx_vld_out,q0_fabric_ln1_rx_vld_out,q0_fabric_ln1_rx_vld_out
FABRIC_LN1_STAT_O,no,q0_fabric_ln1_stat_o,q0_fabric_ln1_stat_o,q0_fabric_ln1_stat_o,q0_fabric_ln1_stat_o,q0_fabric_ln1_stat_o,q0_fabric_ln1_stat_o,q0_fabric_ln1_stat_o,q0_fabric_ln1_stat_o,q0_fabric_ln1_stat_o,q0_fabric_ln1_stat_o,q0_fabric_ln1_stat_o,q0_fabric_ln1_stat_o,q0_fabric_ln1_stat_o,q0_fabric_ln1_stat_o,q0_fabric_ln1_stat_o,q0_fabric_ln1_stat_o,q0_fabric_ln1_stat_o,q0_fabric_ln1_stat_o,q0_fabric_ln1_stat_o,q0_fabric_ln1_stat_o,q0_fabric_ln1_stat_o
FABRIC_LN1_STAT_O_H,no,q0_fabric_ln1_stat_o_h,q0_fabric_ln1_stat_o_h,q0_fabric_ln1_stat_o_h,q0_fabric_ln1_stat_o_h,q0_fabric_ln1_stat_o_h,q0_fabric_ln1_stat_o_h,q0_fabric_ln1_stat_o_h,q0_fabric_ln1_stat_o_h,q0_fabric_ln1_stat_o_h,q0_fabric_ln1_stat_o_h,q0_fabric_ln1_stat_o_h,q0_fabric_ln1_stat_o_h,q0_fabric_ln1_stat_o_h,q0_fabric_ln1_stat_o_h,q0_fabric_ln1_stat_o_h,q0_fabric_ln1_stat_o_h,q0_fabric_ln1_stat_o_h,q0_fabric_ln1_stat_o_h,q0_fabric_ln1_stat_o_h,q0_fabric_ln1_stat_o_h,q0_fabric_ln1_stat_o_h
FABRIC_LN1_TXDATA_I,yes,0:80,0:80,0:80,0:80,0:80,0:80,0:80,0:80,q0_fabric_ln1_txdata_i,q0_fabric_ln1_txdata_i,q0_fabric_ln1_txdata_i,q0_fabric_ln1_txdata_i,q0_fabric_ln1_txdata_i,0:80,0:80,0:80,q0_fabric_ln1_txdata_i,0:80,0:80,0:80,0:80
FABRIC_LN1_TX_DISPARITY_I,no,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8
FABRIC_LN1_TX_VLD_IN,yes,0,0,0,0,0,0,0,0,q0_fabric_ln1_tx_vld_in,q0_fabric_ln1_tx_vld_in,q0_fabric_ln1_tx_vld_in,q0_fabric_ln1_tx_vld_in,q0_fabric_ln1_tx_vld_in,0,0,0,q0_fabric_ln1_tx_vld_in,0,0,0,0
FABRIC_LN2_ASTAT_O,no,q0_fabric_ln2_astat_o,q0_fabric_ln2_astat_o,q0_fabric_ln2_astat_o,q0_fabric_ln2_astat_o,q0_fabric_ln2_astat_o,q0_fabric_ln2_astat_o,q0_fabric_ln2_astat_o,q0_fabric_ln2_astat_o,q0_fabric_ln2_astat_o,q0_fabric_ln2_astat_o,q0_fabric_ln2_astat_o,q0_fabric_ln2_astat_o,q0_fabric_ln2_astat_o,q0_fabric_ln2_astat_o,q0_fabric_ln2_astat_o,q0_fabric_ln2_astat_o,q0_fabric_ln2_astat_o,q0_fabric_ln2_astat_o,q0_fabric_ln2_astat_o,q0_fabric_ln2_astat_o,q0_fabric_ln2_astat_o
FABRIC_LN2_BURN_IN_TOGGLE_O,no,q0_fabric_ln2_burn_in_toggle_o,q0_fabric_ln2_burn_in_toggle_o,q0_fabric_ln2_burn_in_toggle_o,q0_fabric_ln2_burn_in_toggle_o,q0_fabric_ln2_burn_in_toggle_o,q0_fabric_ln2_burn_in_toggle_o,q0_fabric_ln2_burn_in_toggle_o,q0_fabric_ln2_burn_in_toggle_o,q0_fabric_ln2_burn_in_toggle_o,q0_fabric_ln2_burn_in_toggle_o,q0_fabric_ln2_burn_in_toggle_o,q0_fabric_ln2_burn_in_toggle_o,q0_fabric_ln2_burn_in_toggle_o,q0_fabric_ln2_burn_in_toggle_o,q0_fabric_ln2_burn_in_toggle_o,q0_fabric_ln2_burn_in_toggle_o,q0_fabric_ln2_burn_in_toggle_o,q0_fabric_ln2_burn_in_toggle_o,q0_fabric_ln2_burn_in_toggle_o,q0_fabric_ln2_burn_in_toggle_o,q0_fabric_ln2_burn_in_toggle_o
FABRIC_LN2_CPLL_IDDQ_I,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FABRIC_LN2_CPLL_PD_I,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FABRIC_LN2_CPLL_RESETN_I,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FABRIC_LN2_CTRL_I,no,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43
FABRIC_LN2_CTRL_I_H,no,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43
FABRIC_LN2_IDDQ_I,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FABRIC_LN2_PD_I,no,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3
FABRIC_LN2_PD_I_H,no,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3
FABRIC_LN2_PMA_RX_LOCK_O,no,q0_fabric_ln2_pma_rx_lock_o,q0_fabric_ln2_pma_rx_lock_o,q0_fabric_ln2_pma_rx_lock_o,q0_fabric_ln2_pma_rx_lock_o,q0_fabric_ln2_pma_rx_lock_o,q0_fabric_ln2_pma_rx_lock_o,q0_fabric_ln2_pma_rx_lock_o,q0_fabric_ln2_pma_rx_lock_o,q0_fabric_ln2_pma_rx_lock_o,q0_fabric_ln2_pma_rx_lock_o,q0_fabric_ln2_pma_rx_lock_o,q0_fabric_ln2_pma_rx_lock_o,q0_fabric_ln2_pma_rx_lock_o,q0_fabric_ln2_pma_rx_lock_o,q0_fabric_ln2_pma_rx_lock_o,q0_fabric_ln2_pma_rx_lock_o,q0_fabric_ln2_pma_rx_lock_o,q0_fabric_ln2_pma_rx_lock_o,q0_fabric_ln2_pma_rx_lock_o,q0_fabric_ln2_pma_rx_lock_o,q0_fabric_ln2_pma_rx_lock_o
FABRIC_LN2_RATE_I,no,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2
FABRIC_LN2_RATE_I_H,no,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2
FABRIC_LN2_RSTN_I,yes,0,0,0,0,0,q0_fabric_ln3_rstn_i,0,0,0,0,0,0,0,0,0,0,0,q0_fabric_ln2_rstn_i,0,0,0
FABRIC_LN2_RXDATA_O,no,q0_fabric_ln2_rxdata_o,q0_fabric_ln2_rxdata_o,q0_fabric_ln2_rxdata_o,q0_fabric_ln2_rxdata_o,q0_fabric_ln2_rxdata_o,q0_fabric_ln2_rxdata_o,q0_fabric_ln2_rxdata_o,q0_fabric_ln2_rxdata_o,q0_fabric_ln2_rxdata_o,q0_fabric_ln2_rxdata_o,q0_fabric_ln2_rxdata_o,q0_fabric_ln2_rxdata_o,q0_fabric_ln2_rxdata_o,q0_fabric_ln2_rxdata_o,q0_fabric_ln2_rxdata_o,q0_fabric_ln2_rxdata_o,q0_fabric_ln2_rxdata_o,q0_fabric_ln2_rxdata_o,q0_fabric_ln2_rxdata_o,q0_fabric_ln2_rxdata_o,q0_fabric_ln2_rxdata_o
FABRIC_LN2_RXDET_RESULT,no,q0_fabric_ln2_rxdet_result,q0_fabric_ln2_rxdet_result,q0_fabric_ln2_rxdet_result,q0_fabric_ln2_rxdet_result,q0_fabric_ln2_rxdet_result,q0_fabric_ln2_rxdet_result,q0_fabric_ln2_rxdet_result,q0_fabric_ln2_rxdet_result,q0_fabric_ln2_rxdet_result,q0_fabric_ln2_rxdet_result,q0_fabric_ln2_rxdet_result,q0_fabric_ln2_rxdet_result,q0_fabric_ln2_rxdet_result,q0_fabric_ln2_rxdet_result,q0_fabric_ln2_rxdet_result,q0_fabric_ln2_rxdet_result,q0_fabric_ln2_rxdet_result,q0_fabric_ln2_rxdet_result,q0_fabric_ln2_rxdet_result,q0_fabric_ln2_rxdet_result,q0_fabric_ln2_rxdet_result
FABRIC_LN2_RXELECIDLE_O,no,q0_fabric_ln2_rxelecidle_o,q0_fabric_ln2_rxelecidle_o,q0_fabric_ln2_rxelecidle_o,q0_fabric_ln2_rxelecidle_o,q0_fabric_ln2_rxelecidle_o,q0_fabric_ln2_rxelecidle_o,q0_fabric_ln2_rxelecidle_o,q0_fabric_ln2_rxelecidle_o,q0_fabric_ln2_rxelecidle_o,q0_fabric_ln2_rxelecidle_o,q0_fabric_ln2_rxelecidle_o,q0_fabric_ln2_rxelecidle_o,q0_fabric_ln2_rxelecidle_o,q0_fabric_ln2_rxelecidle_o,q0_fabric_ln2_rxelecidle_o,q0_fabric_ln2_rxelecidle_o,q0_fabric_ln2_rxelecidle_o,q0_fabric_ln2_rxelecidle_o,q0_fabric_ln2_rxelecidle_o,q0_fabric_ln2_rxelecidle_o,q0_fabric_ln2_rxelecidle_o
FABRIC_LN2_RXELECIDLE_O_H,no,q0_fabric_ln2_rxelecidle_o_h,q0_fabric_ln2_rxelecidle_o_h,q0_fabric_ln2_rxelecidle_o_h,q0_fabric_ln2_rxelecidle_o_h,q0_fabric_ln2_rxelecidle_o_h,q0_fabric_ln2_rxelecidle_o_h,q0_fabric_ln2_rxelecidle_o_h,q0_fabric_ln2_rxelecidle_o_h,q0_fabric_ln2_rxelecidle_o_h,q0_fabric_ln2_rxelecidle_o_h,q0_fabric_ln2_rxelecidle_o_h,q0_fabric_ln2_rxelecidle_o_h,q0_fabric_ln2_rxelecidle_o_h,q0_fabric_ln2_rxelecidle_o_h,q0_fabric_ln2_rxelecidle_o_h,q0_fabric_ln2_rxelecidle_o_h,q0_fabric_ln2_rxelecidle_o_h,q0_fabric_ln2_rxelecidle_o_h,q0_fabric_ln2_rxelecidle_o_h,q0_fabric_ln2_rxelecidle_o_h,q0_fabric_ln2_rxelecidle_o_h
FABRIC_LN2_RX_VLD_OUT,no,q0_fabric_ln2_rx_vld_out,q0_fabric_ln2_rx_vld_out,q0_fabric_ln2_rx_vld_out,q0_fabric_ln2_rx_vld_out,q0_fabric_ln2_rx_vld_out,q0_fabric_ln2_rx_vld_out,q0_fabric_ln2_rx_vld_out,q0_fabric_ln2_rx_vld_out,q0_fabric_ln2_rx_vld_out,q0_fabric_ln2_rx_vld_out,q0_fabric_ln2_rx_vld_out,q0_fabric_ln2_rx_vld_out,q0_fabric_ln2_rx_vld_out,q0_fabric_ln2_rx_vld_out,q0_fabric_ln2_rx_vld_out,q0_fabric_ln2_rx_vld_out,q0_fabric_ln2_rx_vld_out,q0_fabric_ln2_rx_vld_out,q0_fabric_ln2_rx_vld_out,q0_fabric_ln2_rx_vld_out,q0_fabric_ln2_rx_vld_out
FABRIC_LN2_STAT_O,no,q0_fabric_ln2_stat_o,q0_fabric_ln2_stat_o,q0_fabric_ln2_stat_o,q0_fabric_ln2_stat_o,q0_fabric_ln2_stat_o,q0_fabric_ln2_stat_o,q0_fabric_ln2_stat_o,q0_fabric_ln2_stat_o,q0_fabric_ln2_stat_o,q0_fabric_ln2_stat_o,q0_fabric_ln2_stat_o,q0_fabric_ln2_stat_o,q0_fabric_ln2_stat_o,q0_fabric_ln2_stat_o,q0_fabric_ln2_stat_o,q0_fabric_ln2_stat_o,q0_fabric_ln2_stat_o,q0_fabric_ln2_stat_o,q0_fabric_ln2_stat_o,q0_fabric_ln2_stat_o,q0_fabric_ln2_stat_o
FABRIC_LN2_STAT_O_H,no,q0_fabric_ln2_stat_o_h,q0_fabric_ln2_stat_o_h,q0_fabric_ln2_stat_o_h,q0_fabric_ln2_stat_o_h,q0_fabric_ln2_stat_o_h,q0_fabric_ln2_stat_o_h,q0_fabric_ln2_stat_o_h,q0_fabric_ln2_stat_o_h,q0_fabric_ln2_stat_o_h,q0_fabric_ln2_stat_o_h,q0_fabric_ln2_stat_o_h,q0_fabric_ln2_stat_o_h,q0_fabric_ln2_stat_o_h,q0_fabric_ln2_stat_o_h,q0_fabric_ln2_stat_o_h,q0_fabric_ln2_stat_o_h,q0_fabric_ln2_stat_o_h,q0_fabric_ln2_stat_o_h,q0_fabric_ln2_stat_o_h,q0_fabric_ln2_stat_o_h,q0_fabric_ln2_stat_o_h
FABRIC_LN2_TXDATA_I,yes,0:80,0:80,0:80,0:80,0:80,0:80,0:80,0:80,0:80,0:80,0:80,0:80,0:80,0:80,0:80,0:80,0:80,q0_fabric_ln2_txdata_i,0:80,0:80,0:80
FABRIC_LN2_TX_DISPARITY_I,no,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8
FABRIC_LN2_TX_VLD_IN,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,q0_fabric_ln2_tx_vld_in,0,0,0
FABRIC_LN3_ASTAT_O,no,q0_fabric_ln3_astat_o,q0_fabric_ln3_astat_o,q0_fabric_ln3_astat_o,q0_fabric_ln3_astat_o,q0_fabric_ln3_astat_o,q0_fabric_ln3_astat_o,q0_fabric_ln3_astat_o,q0_fabric_ln3_astat_o,q0_fabric_ln3_astat_o,q0_fabric_ln3_astat_o,q0_fabric_ln3_astat_o,q0_fabric_ln3_astat_o,q0_fabric_ln3_astat_o,q0_fabric_ln3_astat_o,q0_fabric_ln3_astat_o,q0_fabric_ln3_astat_o,q0_fabric_ln3_astat_o,q0_fabric_ln3_astat_o,q0_fabric_ln3_astat_o,q0_fabric_ln3_astat_o,q0_fabric_ln3_astat_o
FABRIC_LN3_BURN_IN_TOGGLE_O,no,q0_fabric_ln3_burn_in_toggle_o,q0_fabric_ln3_burn_in_toggle_o,q0_fabric_ln3_burn_in_toggle_o,q0_fabric_ln3_burn_in_toggle_o,q0_fabric_ln3_burn_in_toggle_o,q0_fabric_ln3_burn_in_toggle_o,q0_fabric_ln3_burn_in_toggle_o,q0_fabric_ln3_burn_in_toggle_o,q0_fabric_ln3_burn_in_toggle_o,q0_fabric_ln3_burn_in_toggle_o,q0_fabric_ln3_burn_in_toggle_o,q0_fabric_ln3_burn_in_toggle_o,q0_fabric_ln3_burn_in_toggle_o,q0_fabric_ln3_burn_in_toggle_o,q0_fabric_ln3_burn_in_toggle_o,q0_fabric_ln3_burn_in_toggle_o,q0_fabric_ln3_burn_in_toggle_o,q0_fabric_ln3_burn_in_toggle_o,q0_fabric_ln3_burn_in_toggle_o,q0_fabric_ln3_burn_in_toggle_o,q0_fabric_ln3_burn_in_toggle_o
FABRIC_LN3_CPLL_IDDQ_I,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FABRIC_LN3_CPLL_PD_I,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FABRIC_LN3_CPLL_RESETN_I,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FABRIC_LN3_CTRL_I,no,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43
FABRIC_LN3_CTRL_I_H,no,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43,0:43
FABRIC_LN3_IDDQ_I,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FABRIC_LN3_PD_I,no,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3
FABRIC_LN3_PD_I_H,no,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3
FABRIC_LN3_PMA_RX_LOCK_O,no,q0_fabric_ln3_pma_rx_lock_o,q0_fabric_ln3_pma_rx_lock_o,q0_fabric_ln3_pma_rx_lock_o,q0_fabric_ln3_pma_rx_lock_o,q0_fabric_ln3_pma_rx_lock_o,q0_fabric_ln3_pma_rx_lock_o,q0_fabric_ln3_pma_rx_lock_o,q0_fabric_ln3_pma_rx_lock_o,q0_fabric_ln3_pma_rx_lock_o,q0_fabric_ln3_pma_rx_lock_o,q0_fabric_ln3_pma_rx_lock_o,q0_fabric_ln3_pma_rx_lock_o,q0_fabric_ln3_pma_rx_lock_o,q0_fabric_ln3_pma_rx_lock_o,q0_fabric_ln3_pma_rx_lock_o,q0_fabric_ln3_pma_rx_lock_o,q0_fabric_ln3_pma_rx_lock_o,q0_fabric_ln3_pma_rx_lock_o,q0_fabric_ln3_pma_rx_lock_o,q0_fabric_ln3_pma_rx_lock_o,q0_fabric_ln3_pma_rx_lock_o
FABRIC_LN3_RATE_I,no,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2
FABRIC_LN3_RATE_I_H,no,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2,0:2
FABRIC_LN3_RSTN_I,yes,0,0,0,0,0,q0_fabric_ln3_rstn_i,0,0,0,0,0,0,0,q0_fabric_ln3_rstn_i,0,0,0,0,q0_fabric_ln3_rstn_i,q0_fabric_ln3_rstn_i,0
FABRIC_LN3_RXDATA_O,no,q0_fabric_ln3_rxdata_o,q0_fabric_ln3_rxdata_o,q0_fabric_ln3_rxdata_o,q0_fabric_ln3_rxdata_o,q0_fabric_ln3_rxdata_o,q0_fabric_ln3_rxdata_o,q0_fabric_ln3_rxdata_o,q0_fabric_ln3_rxdata_o,q0_fabric_ln3_rxdata_o,q0_fabric_ln3_rxdata_o,q0_fabric_ln3_rxdata_o,q0_fabric_ln3_rxdata_o,q0_fabric_ln3_rxdata_o,q0_fabric_ln3_rxdata_o,q0_fabric_ln3_rxdata_o,q0_fabric_ln3_rxdata_o,q0_fabric_ln3_rxdata_o,q0_fabric_ln3_rxdata_o,q0_fabric_ln3_rxdata_o,q0_fabric_ln3_rxdata_o,q0_fabric_ln3_rxdata_o
FABRIC_LN3_RXDET_RESULT,no,q0_fabric_ln3_rxdet_result,q0_fabric_ln3_rxdet_result,q0_fabric_ln3_rxdet_result,q0_fabric_ln3_rxdet_result,q0_fabric_ln3_rxdet_result,q0_fabric_ln3_rxdet_result,q0_fabric_ln3_rxdet_result,q0_fabric_ln3_rxdet_result,q0_fabric_ln3_rxdet_result,q0_fabric_ln3_rxdet_result,q0_fabric_ln3_rxdet_result,q0_fabric_ln3_rxdet_result,q0_fabric_ln3_rxdet_result,q0_fabric_ln3_rxdet_result,q0_fabric_ln3_rxdet_result,q0_fabric_ln3_rxdet_result,q0_fabric_ln3_rxdet_result,q0_fabric_ln3_rxdet_result,q0_fabric_ln3_rxdet_result,q0_fabric_ln3_rxdet_result,q0_fabric_ln3_rxdet_result
FABRIC_LN3_RXELECIDLE_O,no,q0_fabric_ln3_rxelecidle_o,q0_fabric_ln3_rxelecidle_o,q0_fabric_ln3_rxelecidle_o,q0_fabric_ln3_rxelecidle_o,q0_fabric_ln3_rxelecidle_o,q0_fabric_ln3_rxelecidle_o,q0_fabric_ln3_rxelecidle_o,q0_fabric_ln3_rxelecidle_o,q0_fabric_ln3_rxelecidle_o,q0_fabric_ln3_rxelecidle_o,q0_fabric_ln3_rxelecidle_o,q0_fabric_ln3_rxelecidle_o,q0_fabric_ln3_rxelecidle_o,q0_fabric_ln3_rxelecidle_o,q0_fabric_ln3_rxelecidle_o,q0_fabric_ln3_rxelecidle_o,q0_fabric_ln3_rxelecidle_o,q0_fabric_ln3_rxelecidle_o,q0_fabric_ln3_rxelecidle_o,q0_fabric_ln3_rxelecidle_o,q0_fabric_ln3_rxelecidle_o
FABRIC_LN3_RXELECIDLE_O_H,no,q0_fabric_ln3_rxelecidle_o_h,q0_fabric_ln3_rxelecidle_o_h,q0_fabric_ln3_rxelecidle_o_h,q0_fabric_ln3_rxelecidle_o_h,q0_fabric_ln3_rxelecidle_o_h,q0_fabric_ln3_rxelecidle_o_h,q0_fabric_ln3_rxelecidle_o_h,q0_fabric_ln3_rxelecidle_o_h,q0_fabric_ln3_rxelecidle_o_h,q0_fabric_ln3_rxelecidle_o_h,q0_fabric_ln3_rxelecidle_o_h,q0_fabric_ln3_rxelecidle_o_h,q0_fabric_ln3_rxelecidle_o_h,q0_fabric_ln3_rxelecidle_o_h,q0_fabric_ln3_rxelecidle_o_h,q0_fabric_ln3_rxelecidle_o_h,q0_fabric_ln3_rxelecidle_o_h,q0_fabric_ln3_rxelecidle_o_h,q0_fabric_ln3_rxelecidle_o_h,q0_fabric_ln3_rxelecidle_o_h,q0_fabric_ln3_rxelecidle_o_h
FABRIC_LN3_RX_VLD_OUT,no,q0_fabric_ln3_rx_vld_out,q0_fabric_ln3_rx_vld_out,q0_fabric_ln3_rx_vld_out,q0_fabric_ln3_rx_vld_out,q0_fabric_ln3_rx_vld_out,q0_fabric_ln3_rx_vld_out,q0_fabric_ln3_rx_vld_out,q0_fabric_ln3_rx_vld_out,q0_fabric_ln3_rx_vld_out,q0_fabric_ln3_rx_vld_out,q0_fabric_ln3_rx_vld_out,q0_fabric_ln3_rx_vld_out,q0_fabric_ln3_rx_vld_out,q0_fabric_ln3_rx_vld_out,q0_fabric_ln3_rx_vld_out,q0_fabric_ln3_rx_vld_out,q0_fabric_ln3_rx_vld_out,q0_fabric_ln3_rx_vld_out,q0_fabric_ln3_rx_vld_out,q0_fabric_ln3_rx_vld_out,q0_fabric_ln3_rx_vld_out
